repneed,repseats,demneed,demseats
49.947872,228,51.631714,222
49.947872,229,51.631714,223
49.995098,229,51.688545,223
49.995098,230,51.688545,224
50.202854,230,51.735909,224
50.202854,231,51.735909,225
50.34446,231,51.754852,225
50.34446,232,51.754852,226
50.457722,232,51.7738,226
50.457722,233,51.7738,227
50.504906,233,51.840118,227
50.504906,234,51.840118,228
50.523781,234,51.878021,228
50.523781,235,51.878021,229
50.55209,235,52.039124,229
50.55209,236,52.039124,230
50.646439,236,52.048603,230
50.646439,237,52.048603,231
50.655872,237,52.124432,231
50.655872,238,52.124432,232
50.853958,238,52.190792,232
50.853958,239,52.190792,233
50.901112,239,52.200272,233
50.901112,240,52.200272,234
51.023693,240,52.200272,234
51.023693,241,52.200272,235
51.061405,241,52.333015,235
51.061405,242,52.333015,236
51.155674,242,52.399399,236
51.155674,243,52.399399,237
51.221653,243,52.418369,237
51.221653,244,52.418369,238
51.249928,244,52.48476,238
51.249928,245,52.48476,239
51.249928,245,52.750408,239
51.249928,246,52.750408,240
51.268776,246,52.797855,240
51.268776,247,52.797855,241
51.428967,247,53.00668,241
51.428967,248,53.00668,242
51.532597,248,53.035164,242
51.532597,249,53.035164,243
51.702129,249,53.063644,243
51.702129,250,53.063644,244
51.749214,250,53.073139,244
51.749214,251,53.073139,245
51.78688,251,53.130112,245
51.78688,252,53.130112,246
51.937515,252,53.244072,246
51.937515,253,53.244072,247
52.567867,253,53.291561,247
52.567867,254,53.291561,248
52.737095,254,53.30106,248
52.737095,255,53.30106,249
52.784096,255,53.415051,249
52.784096,256,53.415051,250
52.896881,256,53.709633,250
52.896881,257,53.709633,251
52.896881,257,53.75716,251
52.896881,258,53.75716,252
53.047222,258,53.795185,252
53.047222,259,53.795185,253
53.0942,259,54.004364,253
53.0942,260,54.004364,254
53.141171,260,54.147026,254
53.141171,261,54.147026,255
53.216312,261,54.29924,255
53.216312,262,54.29924,256
53.263275,262,54.46101,256
53.263275,263,54.46101,257
53.49802,263,54.527634,257
53.49802,264,54.527634,258
53.676361,264,54.565708,258
53.676361,265,54.565708,259
53.901558,265,54.737072,259
53.901558,266,54.737072,260
54.004742,266,54.756115,260
54.004742,267,54.756115,261
54.032879,267,54.984684,261
54.032879,268,54.984684,262
54.09853,268,55.175228,262
54.09853,269,55.175228,263
54.332935,269,55.222874,263
54.332935,270,55.222874,264
54.351681,270,55.451626,264
54.351681,271,55.451626,265
54.436043,271,55.632782,265
54.436043,272,55.632782,266
54.52039,272,55.642319,266
54.52039,273,55.642319,267
54.585983,273,55.661392,267
54.585983,274,55.661392,268
54.679676,274,55.709076,268
54.679676,275,55.709076,269
54.857651,275,55.928471,269
54.857651,276,55.928471,270
54.867016,276,55.995262,270
54.867016,277,55.995262,271
54.895111,277,56.004803,271
54.895111,278,56.004803,272
55.110466,278,56.033432,272
55.110466,279,56.033432,273
55.110466,279,56.128864,273
55.110466,280,56.128864,274
55.4006,280,56.272041,274
55.4006,281,56.272041,275
55.88694,281,56.386608,275
55.88694,282,56.386608,276
55.961727,282,56.405704,276
55.961727,283,56.405704,277
55.971073,283,56.453449,277
55.971073,284,56.453449,278
55.980423,284,56.558502,278
55.980423,285,56.558502,279
55.999115,285,56.558502,279
55.999115,286,56.558502,280
56.083233,286,56.625362,280
56.083233,287,56.625362,281
56.186024,287,56.634914,281
56.186024,288,56.634914,282
56.419571,288,56.797321,282
56.419571,289,56.797321,283
56.46627,289,56.806877,283
56.46627,290,56.806877,284
56.625015,290,56.940659,284
56.625015,291,56.940659,285
56.625015,291,56.950218,285
56.625015,292,56.950218,286
56.653023,292,57.112713,286
56.653023,293,57.112713,287
56.830383,293,57.179634,287
56.830383,294,57.179634,288
56.830383,294,57.189198,288
56.830383,295,57.189198,289
56.914375,295,57.437836,289
56.914375,296,57.437836,290
56.923706,296,57.495228,290
56.923706,297,57.495228,291
56.979694,297,57.533493,291
56.979694,298,57.533493,292
57.035675,298,57.724857,292
57.035675,299,57.724857,293
57.250221,299,57.782276,293
57.250221,300,57.782276,294
57.408749,300,57.897137,294
57.408749,301,57.897137,295
57.604515,301,57.925854,295
57.604515,302,57.925854,296
57.800209,302,57.983295,296
57.800209,303,57.983295,297
57.846794,303,57.983295,297
57.846794,304,57.983295,298
57.846794,304,58.002441,298
57.846794,305,58.002441,299
57.921322,305,58.136494,299
57.921322,306,58.136494,300
58.163467,306,58.184376,300
58.163467,307,58.184376,301
58.321735,307,58.241844,301
58.321735,308,58.241844,302
58.349663,308,58.241844,302
58.349663,309,58.241844,303
58.573013,309,58.251419,303
58.573013,310,58.251419,304
58.582321,310,58.31847,304
58.582321,311,58.31847,305
58.693962,311,58.443012,305
58.693962,312,58.443012,306
58.80558,312,58.615498,306
58.80558,313,58.615498,307
58.81488,313,58.634666,307
58.81488,314,58.634666,308
58.852081,314,58.701763,308
58.852081,315,58.701763,309
58.861382,315,58.941441,309
58.861382,316,58.941441,310
58.917179,316,59.056522,310
58.917179,317,59.056522,311
59.131012,317,59.286751,311
59.131012,318,59.286751,312
59.41909,318,59.353916,312
59.41909,319,59.353916,313
59.41909,319,59.401901,313
59.41909,320,59.401901,314
59.502701,320,59.488274,314
59.502701,321,59.488274,315
59.51199,321,59.488274,315
59.51199,322,59.488274,316
59.530567,322,59.497871,316
59.530567,323,59.497871,317
59.586296,323,59.622662,317
59.586296,324,59.622662,318
59.744167,324,59.709068,318
59.744167,325,59.709068,319
59.781307,325,59.872314,319
59.781307,326,59.872314,320
60,326,60,320
