repneed,repseats,demneed,demseats
49.38245,201,49.087807,199
49.38245,202,49.087807,200
49.420269,202,49.14439,200
49.420269,203,49.14439,201
49.476997,203,49.14439,201
49.476997,204,49.14439,202
49.533714,204,49.191547,202
49.533714,205,49.191547,203
49.533714,205,49.257576,203
49.533714,206,49.257576,204
49.580978,206,49.257576,204
49.580978,207,49.257576,205
49.666042,207,49.314178,205
49.666042,208,49.314178,206
49.713291,208,49.323612,206
49.713291,209,49.323612,207
49.788887,209,49.389656,207
49.788887,210,49.389656,208
49.845577,210,49.540642,208
49.845577,211,49.540642,209
49.883366,211,49.550079,209
49.883366,212,49.550079,210
49.911709,212,49.559517,210
49.911709,213,49.559517,211
49.977833,213,49.663345,211
49.977833,214,49.663345,212
49.977833,214,49.738869,212
49.977833,215,49.738869,213
50.006168,215,49.786076,213
50.006168,216,49.786076,214
50.006168,216,49.852173,214
50.006168,217,49.852173,215
50.025059,217,49.871059,215
50.025059,218,49.871059,216
50.091167,218,49.908833,216
50.091167,219,49.908833,217
50.128941,219,49.974941,217
50.128941,220,49.974941,218
50.147827,220,49.993832,218
50.147827,221,49.993832,219
50.213924,221,49.993832,219
50.213924,222,49.993832,220
50.261131,222,50.022167,220
50.261131,223,50.022167,221
50.336655,223,50.022167,221
50.336655,224,50.022167,222
50.440483,224,50.088291,222
50.440483,225,50.088291,223
50.449921,225,50.116634,223
50.449921,226,50.116634,224
50.459358,226,50.154423,224
50.459358,227,50.154423,225
50.610344,227,50.211113,225
50.610344,228,50.211113,226
50.676388,228,50.286709,226
50.676388,229,50.286709,227
50.685822,229,50.333958,227
50.685822,230,50.333958,228
50.742424,230,50.419022,228
50.742424,231,50.419022,229
50.742424,231,50.466286,229
50.742424,232,50.466286,230
50.808453,232,50.466286,230
50.808453,233,50.466286,231
50.85561,233,50.523003,231
50.85561,234,50.523003,232
50.85561,234,50.579731,232
50.85561,235,50.579731,233
50.912193,235,50.61755,233
50.912193,236,50.61755,234
50.921623,236,50.645916,234
50.921623,237,50.645916,235
50.987633,237,50.655373,235
50.987633,238,50.655373,236
51.053635,238,50.655373,236
51.053635,239,50.655373,237
51.072487,239,50.702656,237
51.072487,240,50.702656,238
51.119625,240,50.731026,238
51.119625,241,50.731026,239
51.185612,241,50.787773,239
51.185612,242,50.787773,240
51.232738,242,50.816147,240
51.232738,243,50.816147,241
51.251587,243,50.825603,241
51.251587,244,50.825603,242
51.270439,244,50.853981,242
51.270439,245,50.853981,243
51.308136,245,50.891819,243
51.308136,246,50.891819,244
51.317558,246,51.081047,244
51.317558,247,51.081047,245
51.336407,247,51.081047,245
51.336407,248,51.081047,246
51.364674,248,51.1189,246
51.364674,249,51.1189,247
51.392944,249,51.204079,247
51.392944,250,51.204079,248
51.534264,250,51.213543,248
51.534264,251,51.213543,249
51.581364,251,51.223007,249
51.581364,252,51.223007,250
51.732056,252,51.2798,250
51.732056,253,51.2798,251
51.826218,253,51.317669,251
51.826218,254,51.317669,252
51.93919,254,51.327133,252
51.93919,255,51.327133,253
52.023907,255,51.365002,253
52.023907,256,51.365002,254
52.061554,256,51.507034,254
52.061554,257,51.507034,255
52.136841,257,51.563854,255
52.136841,258,51.563854,256
52.174484,258,51.639626,256
52.174484,259,51.639626,257
52.183891,259,51.649097,257
52.183891,260,51.649097,258
52.183891,260,51.658569,258
52.183891,261,51.658569,259
52.21212,261,51.686989,259
52.21212,262,51.686989,260
52.249756,262,51.696461,260
52.249756,263,51.696461,261
52.259163,263,51.781723,261
